opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
CGEXH2QO,Moses Frase,GTX Plus Pro,Finhigh,Lost,2017-06-27,2017-07-08,0.0
MIX6JTSN,Moses Frase,GTX Basic,Statholdings,Won,2017-06-27,2017-07-05,0.018
9KYX5G9K,Niesha Huffines,GTX Plus Pro,Domzoom,Won,2017-06-27,2017-07-01,0.157
FG29YOWT,Reed Clapper,MG Advanced,Iselectrics,Lost,2017-06-27,2017-09-06,0.0
KWYKKVJC,Reed Clapper,GTXPro,Vehement Capital Partners,Won,2017-06-27,2017-07-01,0.158
T7TDUK3T,Versie Hillebrand,MG Advanced,Rangreen,Won,2017-06-27,2017-09-12,0.101
42YPT5L7,Versie Hillebrand,MG Advanced,Ron-tech,Won,2017-06-27,2017-07-04,0.117
99I4V65G,Vicki Laflamme,MG Advanced,Rantouch,Lost,2017-06-27,2017-07-06,0.0
ACZQMAR4,Vicki Laflamme,MG Advanced,Rantouch,Won,2017-06-27,2017-07-07,0.119
TP9IE6PV,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-06-28,2017-09-11,0.021
E5CD0W5M,Cassey Cress,GTX Basic,Kan-code,Lost,2017-06-28,2017-07-01,0.0
HKH717ED,Cecily Lampkin,GTX Basic,Hottechi,Lost,2017-06-28,2017-08-11,0.0
DAW2JTP5,Cecily Lampkin,MG Special,Genco Pura Olive Oil Company,Lost,2017-06-28,2017-07-07,0.0
HBMOSBAK,Daniell Hammack,GTXPro,Massive Dynamic,Lost,2017-06-28,2017-08-14,0.0
V0V6O05H,Darcel Schlecht,GTXPro,Condax,Lost,2017-06-28,2017-07-07,0.0
3DY60YA7,Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-06-28,2017-07-06,0.0
8H19L55Y,Darcel Schlecht,GTXPro,Streethex,Won,2017-06-28,2017-07-07,0.137
TPNU79C1,Darcel Schlecht,MG Special,Toughzap,Won,2017-06-28,2017-09-29,0.002
TFQR150O,Donn Cantrell,GTXPro,Iselectrics,Won,2017-06-28,2017-07-02,0.167
9MM27P8C,Elease Gluck,MG Advanced,Kan-code,Lost,2017-06-28,2017-07-07,0.0
MMWD47ZY,Gladys Colclough,GTX Plus Basic,Konmatfix,Lost,2017-06-28,2017-08-29,0.0
JFIBKWMQ,Gladys Colclough,MG Special,Konmatfix,Lost,2017-06-28,2017-07-09,0.0
6FUPOO3I,Gladys Colclough,MG Advanced,Conecom,Won,2017-06-28,2017-07-07,0.128
29VR6EL4,Hayden Neloms,MG Advanced,Konex,Lost,2017-06-28,2017-09-14,0.0
L45N3D2E,James Ascencio,GTXPro,Plexzap,Lost,2017-06-28,2017-07-04,0.0
K1OBT27J,James Ascencio,GTX Basic,Xx-holding,Won,2017-06-28,2017-08-10,0.018
OZL7CDMQ,Jonathan Berthelot,GTX Plus Basic,Finhigh,Lost,2017-06-28,2017-07-03,0.0
LZ6PSZ4T,Jonathan Berthelot,MG Advanced,Dontechi,Lost,2017-06-28,2017-07-05,0.0
5CFCTZ5K,Jonathan Berthelot,GTX Basic,Ron-tech,Won,2017-06-28,2017-09-02,0.017
EG5M02ZV,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-06-28,2017-09-27,0.018
5UKQ16DK,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-06-28,2017-07-04,0.034
C9M5B1N6,Kary Hendrixson,GTXPro,Nam-zim,Won,2017-06-28,2017-09-13,0.13
ZS4PKX65,Lajuana Vencill,GTX Basic,Finhigh,Won,2017-06-28,2017-08-11,0.018
PYLS9RJH,Markita Hansen,GTX Plus Pro,Goodsilron,Lost,2017-06-28,2017-07-05,0.0
X2ZONP2D,Moses Frase,GTX Plus Pro,Betatech,Lost,2017-06-28,2017-08-24,0.0
Y5CP83V4,Moses Frase,GTX Basic,Isdom,Won,2017-06-28,2017-09-30,0.017
9Y2HDGST,Versie Hillebrand,GTX Basic,Dontechi,Won,2017-06-28,2017-07-02,0.015
7R0G2LC1,Vicki Laflamme,GTX Plus Basic,Blackzim,Won,2017-06-28,2017-09-07,0.04
8FX574BJ,Vicki Laflamme,GTXPro,Scotfind,Won,2017-06-28,2017-07-03,0.141
AU5Q1XCW,Vicki Laflamme,MG Advanced,Faxquote,Won,2017-06-28,2017-09-09,0.102
SZAMHBGA,Violet Mclelland,MG Advanced,Nam-zim,Engaging,2017-06-28,1970-01-01,0.049
CUMYWQYP,Violet Mclelland,MG Special,Gekko & Co,Won,2017-06-28,2017-09-30,0.002
29ZDUK49,Anna Snelling,GTX Plus Basic,Betatech,Won,2017-06-29,2017-07-10,0.035
VLVP8FPJ,Cassey Cress,MG Advanced,Iselectrics,Lost,2017-06-29,2017-07-08,0.0
SNGS64S7,Darcel Schlecht,GTXPro,Statholdings,Lost,2017-06-29,2017-07-06,0.0
CMCVD0N8,Darcel Schlecht,GTXPro,Warephase,Won,2017-06-29,2017-07-08,0.176
NNKWGFDH,Darcel Schlecht,MG Special,Globex Corporation,Won,2017-06-29,2017-07-06,0.002
YC6QEUJN,Garret Kinder,GTX Plus Basic,Kan-code,Won,2017-06-29,2017-07-08,0.031
794XWMYE,Garret Kinder,MG Special,Mathtouch,Won,2017-06-29,2017-09-07,0.002
FHK0BBGK,Garret Kinder,MG Special,Xx-zobam,Won,2017-06-29,2017-07-08,0.002
461LIUS7,Gladys Colclough,GTX Plus Basic,Isdom,Won,2017-06-29,2017-07-07,0.036
Y9SCLUH8,Jonathan Berthelot,GTX Plus Basic,Ron-tech,Won,2017-06-29,2017-09-02,0.028
J75Y9C75,Kami Bicknell,GTX Plus Basic,Rantouch,Won,2017-06-29,2017-08-28,0.036
PUP6JDT9,Kami Bicknell,MG Advanced,Kan-code,Won,2017-06-29,2017-09-12,0.114
88AA2RK1,Kary Hendrixson,GTX Basic,Sonron,Lost,2017-06-29,2017-07-06,0.0
4F222JU9,Lajuana Vencill,MG Special,Scottech,Lost,2017-06-29,2017-08-31,0.0
CBYRECX6,Lajuana Vencill,MG Advanced,Streethex,Lost,2017-06-29,2017-07-06,0.0
QXT65QTI,Markita Hansen,GTX Basic,Hottechi,Lost,2017-06-29,2017-07-10,0.0
8RTR1VMP,Markita Hansen,MG Special,Condax,Lost,2017-06-29,2017-07-06,0.0
T7RA32XV,Markita Hansen,MG Special,Singletechno,Lost,2017-06-29,2017-07-06,0.0
8IYVJKT4,Maureen Marcano,GTXPro,Dalttechnology,Lost,2017-06-29,2017-07-10,0.0
G087QT6R,Moses Frase,MG Advanced,Rundofase,Won,2017-06-29,2017-07-06,0.121
JT1UUOXN,Niesha Huffines,GTXPro,Konmatfix,Lost,2017-06-29,2017-07-08,0.0
PUTILZZG,Niesha Huffines,GTX Basic,Treequote,Won,2017-06-29,2017-08-09,0.019
QU7MSL36,Reed Clapper,GTXPro,Plussunin,Won,2017-06-29,2017-07-09,0.16
FEGSJ8QI,Rosalina Dieter,GTXPro,Sonron,Won,2017-06-29,2017-08-19,0.163
1SKIPYI7,Rosalina Dieter,MG Special,Groovestreet,Won,2017-06-29,2017-09-03,0.002
66Q03Q2P,Versie Hillebrand,GTX Basic,Konmatfix,Won,2017-06-29,2017-07-10,0.015
Z1NWKS9A,Vicki Laflamme,MG Special,Finjob,Lost,2017-06-29,2017-07-05,0.0
ZZCKQ2JV,Vicki Laflamme,GTXPro,Newex,Won,2017-06-29,2017-07-04,0.16
F3G00C56,Vicki Laflamme,MG Advanced,Plexzap,Won,2017-06-29,2017-07-08,0.118
9824T94P,Violet Mclelland,GTXPro,Mathtouch,Won,2017-06-29,2017-07-09,0.17
B8TD9HCN,Violet Mclelland,MG Advanced,Kinnamplus,Won,2017-06-29,2017-07-11,0.105
PEFTXK4Q,Wilburn Farren,MG Advanced,Kinnamplus,Won,2017-06-29,2017-09-10,0.111
LUIEQRMQ,Zane Levy,GTX Basic,Goodsilron,Won,2017-06-29,2017-07-10,0.02
8QOUXQEV,Anna Snelling,GTX Basic,Betatech,Won,2017-06-30,2017-09-27,0.018
6SC26SGG,Boris Faz,GTX Plus Basic,Yearin,Won,2017-06-30,2017-07-02,0.039
GITEQ8VZ,Cassey Cress,GTX Plus Pro,Initech,Lost,2017-06-30,2017-07-10,0.0
2Y9R7T2W,Cassey Cress,MG Advanced,Betasoloin,Won,2017-06-30,2017-09-26,0.108
8U5GBXK1,Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Won,2017-06-30,2017-09-15,0.113
THI3LNT0,Corliss Cosme,GTX Basic,Silis,Lost,2017-06-30,2017-07-12,0.0
KTLIR2ZX,Daniell Hammack,GTX Plus Basic,Plussunin,Lost,2017-06-30,2017-07-08,0.0
G2EECJNG,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,2017-06-30,2017-09-27,0.031
UZN5JBF3,Darcel Schlecht,GTX Basic,Warephase,Won,2017-06-30,2017-09-29,0.019
2CZVRGQ4,Darcel Schlecht,GTXPro,Conecom,Won,2017-06-30,2017-07-06,0.157
K5D2IP27,Elease Gluck,MG Special,Labdrill,Won,2017-06-30,2017-07-09,0.002
PTKOWYW6,Gladys Colclough,MG Special,Statholdings,Lost,2017-06-30,2017-08-28,0.0
G3DIX74Y,James Ascencio,GTXPro,Y-corporation,Lost,2017-06-30,2017-07-08,0.0
4F8MNVNP,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-06-30,2017-07-07,0.0
7UL8T1BZ,Markita Hansen,MG Special,Doncon,Lost,2017-06-30,2017-07-01,0.0
4HP16LRH,Marty Freudenburg,MG Advanced,Konmatfix,Won,2017-06-30,2017-07-09,0.122
MNTHSHH6,Maureen Marcano,GTX Plus Pro,Cheers,Won,2017-06-30,2017-07-07,0.195
Q7C5MJ4W,Moses Frase,GTX Basic,Condax,Lost,2017-06-30,2017-11-01,0.0
ON9H54WD,Niesha Huffines,GTXPro,Dontechi,Lost,2017-06-30,2017-07-01,0.0
8M3H9UME,Reed Clapper,GTX Plus Pro,Condax,Lost,2017-06-30,2017-07-07,0.0
5J1C46RJ,Reed Clapper,GTX Plus Pro,Massive Dynamic,Won,2017-06-30,2017-09-19,0.196
0BSYDRMT,Reed Clapper,MG Special,Bluth Company,Won,2017-06-30,2017-09-18,0.002
NKERC6IA,Reed Clapper,MG Advanced,Zencorporation,Won,2017-06-30,2017-07-11,0.111
H6AN87LE,Rosalina Dieter,MG Special,Nam-zim,Won,2017-06-30,2017-07-09,0.002
1SSFC7XZ,Rosie Papadopoulos,MG Advanced,Donquadtech,Lost,2017-06-30,2017-07-02,0.0
0XK80WX8,Versie Hillebrand,MG Special,dambase,Won,2017-06-30,2017-07-11,0.002
X4ARE2PT,Versie Hillebrand,MG Special,Dontechi,Won,2017-06-30,2017-07-01,0.002
KCIFANLK,Vicki Laflamme,GTX Basic,Y-corporation,Lost,2017-06-30,2017-07-12,0.0
J7U29ZM5,Violet Mclelland,GTX Basic,Acme Corporation,Lost,2017-06-30,2017-09-23,0.0
JUHQ1POT,Boris Faz,GTX Plus Basic,Streethex,Engaging,2017-07-01,1970-01-01,0.049
3KVXBQ5V,Boris Faz,GTX Plus Basic,Acme Corporation,Lost,2017-07-01,2017-08-15,0.0
7T9J42UX,Cecily Lampkin,GTX Plus Pro,Globex Corporation,Won,2017-07-01,2017-07-11,0.145
2J649YC5,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-07-01,2017-07-11,0.043
9N66Q1VO,Darcel Schlecht,GTXPro,Rangreen,Won,2017-07-01,2017-09-23,0.161
ZWXKCHOO,Donn Cantrell,GTX Basic,Condax,Won,2017-07-01,2017-09-25,0.018
I8OUZNDS,Elease Gluck,GTX Plus Pro,Dalttechnology,Lost,2017-07-01,2017-11-03,0.0
CJZLM3WA,Garret Kinder,MG Special,Betasoloin,Lost,2017-07-01,2017-09-16,0.0
4QTD5X53,Gladys Colclough,MG Advanced,Isdom,Won,2017-07-01,2017-07-06,0.107
LQXWWZGN,Jonathan Berthelot,GTX Basic,Hottechi,Lost,2017-07-01,2017-07-03,0.0
NT510FGZ,Jonathan Berthelot,MG Special,Toughzap,Lost,2017-07-01,2017-08-27,0.0
2IQ0ZY9W,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-07-01,2017-07-11,0.019
N3TUSU37,Jonathan Berthelot,GTX Plus Basic,Codehow,Won,2017-07-01,2017-08-11,0.033
VSYO182N,Kary Hendrixson,GTXPro,Dalttechnology,Engaging,2017-07-01,1970-01-01,0.049
O6LVMQ5R,Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-07-01,2017-07-07,0.019
072ELFQF,Lajuana Vencill,MG Advanced,Isdom,Lost,2017-07-01,2017-07-03,0.0
CDFKC6E0,Markita Hansen,MG Special,Sonron,Lost,2017-07-01,2017-07-03,0.0
Z005FB1N,Markita Hansen,MG Advanced,Hottechi,Lost,2017-07-01,2017-07-08,0.0
LYAFXO9B,Markita Hansen,GTX Basic,J-Texon,Won,2017-07-01,2017-07-12,0.02
SNY2UWJ2,Markita Hansen,GTXPro,Doncon,Won,2017-07-01,2017-07-09,0.16
UFIAFP10,Markita Hansen,MG Special,Green-Plus,Won,2017-07-01,2017-07-02,0.002
MG7CZFIG,Markita Hansen,MG Advanced,Konex,Won,2017-07-01,2017-09-30,0.106
H4U50AEW,Marty Freudenburg,GTX Plus Pro,Stanredtax,Won,2017-07-01,2017-07-09,0.179
8PU9FIQS,Marty Freudenburg,MG Advanced,Domzoom,Won,2017-07-01,2017-07-11,0.121
FBQN3UM3,Maureen Marcano,GTX Plus Basic,Fasehatice,Lost,2017-07-01,2017-07-07,0.0
MJ12SZ89,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-07-01,2017-07-10,0.164
B6F9PSRN,Maureen Marcano,GTXPro,Lexiqvolax,Won,2017-07-01,2017-08-07,0.155
RLDIPPFT,Niesha Huffines,GTX Plus Basic,Toughzap,Lost,2017-07-01,2017-07-10,0.0
TKKSOBRC,Niesha Huffines,MG Special,Warephase,Won,2017-07-01,2017-07-12,0.002
FCWU08BA,Reed Clapper,GTXPro,Mathtouch,Lost,2017-07-01,2017-07-03,0.0
AX63HIS9,Reed Clapper,GTXPro,Kan-code,Won,2017-07-01,2017-08-23,0.152
1F8MPXZQ,Versie Hillebrand,MG Advanced,Stanredtax,Lost,2017-07-01,2017-07-13,0.0
YY3ACGA2,Vicki Laflamme,GTX Basic,Kan-code,Won,2017-07-01,2017-07-11,0.019
6MQA3YYW,Violet Mclelland,MG Special,Umbrella Corporation,Lost,2017-07-01,2017-07-03,0.0
IM5AGXLX,Wilburn Farren,GTX Plus Pro,Betasoloin,Lost,2017-07-01,2017-08-06,0.0
313EIVW4,Anna Snelling,GTX Plus Basic,Bioholding,Lost,2017-07-02,2017-07-10,0.0
NNAYAA7T,Anna Snelling,MG Advanced,Stanredtax,Lost,2017-07-02,2017-07-13,0.0
019I751P,Anna Snelling,GTX Plus Basic,Statholdings,Won,2017-07-02,2017-07-09,0.039
5TRALM9T,Boris Faz,GTX Plus Pro,Vehement Capital Partners,Lost,2017-07-02,2017-09-17,0.0
LWC0UJWD,Cassey Cress,GTX Basic,Bioplex,Lost,2017-07-02,2017-07-03,0.0
PI0FYKXU,Cassey Cress,GTX Plus Pro,Zathunicon,Won,2017-07-02,2017-07-04,0.174
I7QSO0VZ,Cecily Lampkin,GTX Basic,Rundofase,Won,2017-07-02,2017-07-04,0.016
5AU1SJA7,Corliss Cosme,GTXPro,Ontomedia,Won,2017-07-02,2017-07-08,0.159
Z9S1ZX7W,Daniell Hammack,GTX Plus Basic,Condax,Engaging,2017-07-02,1970-01-01,0.049
S9N98QU9,Daniell Hammack,GTX Plus Pro,Bluth Company,Lost,2017-07-02,2017-07-03,0.0
A9Q7ERA4,Darcel Schlecht,GTX Plus Pro,Finhigh,Won,2017-07-02,2017-07-04,0.176
RY8Z6RH2,Elease Gluck,MG Advanced,Condax,Lost,2017-07-02,2017-07-11,0.0
9J8O59QW,Gladys Colclough,GTX Plus Pro,Stanredtax,Lost,2017-07-02,2017-08-24,0.0
KWVYR0LQ,Gladys Colclough,MG Advanced,Codehow,Lost,2017-07-02,2017-07-03,0.0
0D95JSVW,James Ascencio,GTX Plus Pro,Hatfan,Won,2017-07-02,2017-09-16,0.204
74JAOLQU,Kami Bicknell,GTX Basic,Rantouch,Lost,2017-07-02,2017-08-16,0.0
CMLYDJFN,Kami Bicknell,GTX Basic,Plexzap,Won,2017-07-02,2017-08-11,0.016
HIV4W2E0,Kary Hendrixson,GTX Plus Basic,Betasoloin,Engaging,2017-07-02,1970-01-01,0.049
TFQEGZ1X,Lajuana Vencill,GTX Basic,Ron-tech,Lost,2017-07-02,2017-07-04,0.0
5COSD90U,Markita Hansen,GTX Basic,Konex,Lost,2017-07-02,2017-07-09,0.0
6TBAKLMX,Niesha Huffines,GTX Plus Basic,Funholding,Won,2017-07-02,2017-09-23,0.038
B50V1XGA,Vicki Laflamme,MG Advanced,Fasehatice,Lost,2017-07-02,2017-08-31,0.0
SOW7H1RP,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,2017-07-02,2017-07-03,0.0
OHJGW03I,Violet Mclelland,MG Special,Yearin,Won,2017-07-02,2017-07-13,0.002
R6KPUAH7,Zane Levy,MG Advanced,Sunnamplex,Lost,2017-07-02,2017-07-06,0.0
AJQC76NI,Zane Levy,GTXPro,Doncon,Won,2017-07-02,2017-08-26,0.154
PH5GSB37,Boris Faz,GTXPro,Massive Dynamic,Won,2017-07-03,2017-08-26,0.193
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,2017-07-03,2017-09-23,0.002
JDXET5H9,Cecily Lampkin,MG Special,Warephase,Won,2017-07-03,2017-08-31,0.002
8RE1600O,Darcel Schlecht,GTXPro,Inity,Lost,2017-07-03,2017-07-04,0.0
NGMC9NSG,Darcel Schlecht,MG Advanced,Gogozoom,Lost,2017-07-03,2017-07-12,0.0
G6FKELQV,Donn Cantrell,GTX Basic,Initech,Lost,2017-07-03,2017-09-25,0.0
IKNMU8HM,Donn Cantrell,GTX Plus Pro,Plussunin,Lost,2017-07-03,2017-09-10,0.0
AHIDE6VS,Donn Cantrell,GTX Basic,Kan-code,Won,2017-07-03,2017-07-12,0.018
YZJLPVJG,Donn Cantrell,GTX Plus Pro,Konex,Won,2017-07-03,2017-07-04,0.162
GOSCKNUX,James Ascencio,GTX Plus Pro,Rantouch,Lost,2017-07-03,2017-07-04,0.0
GC3IVG7S,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-07-03,2017-07-05,0.0
S81YI4QH,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,2017-07-03,2017-07-10,0.0
M3MJY0CK,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,2017-07-03,2017-09-27,0.221
H2HNTSIP,Jonathan Berthelot,MG Advanced,Hottechi,Won,2017-07-03,2017-07-05,0.102
8APZZ20T,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,2017-07-03,2017-08-15,0.0
RABLXW5E,Kami Bicknell,MG Special,Hatfan,Won,2017-07-03,2017-09-02,0.002
TJTOVN5K,Kary Hendrixson,GTX Plus Basic,Cheers,Won,2017-07-03,2017-07-12,0.031
1IG94UUQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-07-03,2017-07-13,0.037
MN8UHP5B,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-07-03,2017-08-12,0.162
D7JDQB12,Lajuana Vencill,MG Advanced,Bioholding,Won,2017-07-03,2017-09-23,0.094
GWI45VGH,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-07-03,2017-09-02,0.103
G3TZD0CB,Marty Freudenburg,GTX Plus Basic,Funholding,Won,2017-07-03,2017-07-11,0.04
1PAPS9QO,Maureen Marcano,MG Advanced,Y-corporation,Lost,2017-07-03,2017-07-09,0.0
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,2017-07-03,2017-09-06,0.012
WR45SVGN,Versie Hillebrand,GTX Basic,Toughzap,Won,2017-07-03,2017-11-02,0.017
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,2017-07-03,2017-07-14,0.016
5FYPINRL,Violet Mclelland,MG Special,Donware,Lost,2017-07-03,2017-07-16,0.0
VLPSQ076,Wilburn Farren,MG Advanced,Betasoloin,Lost,2017-07-03,2017-07-12,0.0
3AX6QBR3,Wilburn Farren,MG Advanced,Donquadtech,Won,2017-07-03,2017-09-07,0.102
ZY3AVAK0,Zane Levy,MG Special,Y-corporation,Lost,2017-07-03,2017-08-22,0.0
FVCL72VU,Anna Snelling,GTX Plus Pro,Cancity,Lost,2017-07-04,2017-07-14,0.0
24OSGLGF,Anna Snelling,MG Special,Dontechi,Won,2017-07-04,2017-07-06,0.002
49T60OCI,Cassey Cress,GTX Plus Pro,Scottech,Engaging,2017-07-04,1970-01-01,0.049
31NQQEEO,Cassey Cress,GTX Basic,Opentech,Lost,2017-07-04,2017-09-11,0.0
ADRU5BLP,Darcel Schlecht,GTX Plus Basic,Inity,Lost,2017-07-04,2017-07-12,0.0
AUPXRV8O,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-07-04,2017-09-05,0.043
CI00UV0Y,Darcel Schlecht,GTXPro,Rundofase,Won,2017-07-04,2017-07-05,0.15
VH3C0A8F,Donn Cantrell,GTX Basic,Mathtouch,Lost,2017-07-04,2017-07-05,0.0
1E5MFGR7,Donn Cantrell,GTX Basic,Plussunin,Lost,2017-07-04,2017-09-26,0.0
TS2JEK3E,Donn Cantrell,GTX Basic,Betasoloin,Won,2017-07-04,2017-09-23,0.018
4R0TB2CL,Donn Cantrell,GTXPro,Bubba Gump,Won,2017-07-04,2017-07-13,0.154
5OJ3QR1W,Gladys Colclough,MG Special,Inity,Lost,2017-07-04,2017-11-03,0.0
R162LSFR,Kami Bicknell,GTXPro,Goodsilron,Lost,2017-07-04,2017-07-06,0.0
X7J3O7TC,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,2017-07-04,2017-07-11,0.0
Q7RV0YW6,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-07-04,2017-07-10,0.0
S5E8MBO3,Markita Hansen,GTX Basic,Plexzap,Lost,2017-07-04,2017-09-19,0.0
QE6A49LE,Moses Frase,MG Special,Hottechi,Lost,2017-07-04,2017-07-11,0.0
XGMMHWZC,Moses Frase,GTX Basic,Domzoom,Won,2017-07-04,2017-09-25,0.016
7MK55ULJ,Moses Frase,GTX Plus Basic,Ron-tech,Won,2017-07-04,2017-07-05,0.036
0VZIDVCC,Moses Frase,MG Special,Zumgoity,Won,2017-07-04,2017-07-09,0.002
D1XYQH35,Niesha Huffines,GTX Basic,Treequote,Lost,2017-07-04,2017-07-15,0.0
XAR2VX09,Versie Hillebrand,MG Special,Scottech,Lost,2017-07-04,2017-07-06,0.0
YTQH4YM9,Versie Hillebrand,MG Special,Cancity,Won,2017-07-04,2017-07-05,0.002
KMLW6GXY,Vicki Laflamme,MG Advanced,Kan-code,Lost,2017-07-04,2017-07-12,0.0
IG734VZK,Vicki Laflamme,GTX Plus Pro,Plusstrip,Won,2017-07-04,2017-07-14,0.197
W3C2KLXD,Wilburn Farren,GTX Plus Pro,Ganjaflex,Won,2017-07-04,2017-08-27,0.189
8Z1SIQSI,Zane Levy,GTXPro,Rantouch,Lost,2017-07-04,2017-07-09,0.0
IZJR1WDM,Zane Levy,MG Special,Plexzap,Won,2017-07-04,2017-09-21,0.002
5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,2017-07-05,2017-08-28,0.017
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,2017-07-05,2017-07-12,0.0
5H9ELV2H,Cassey Cress,GTX Plus Pro,Zathunicon,Lost,2017-07-05,2017-07-13,0.0
KDDN1E4O,Cassey Cress,GTX Plus Basic,Betasoloin,Won,2017-07-05,2017-07-14,0.037
S8JALB62,Cassey Cress,MG Advanced,The New York Inquirer,Won,2017-07-05,2017-07-06,0.116
2HPCHBIL,Corliss Cosme,GTX Plus Pro,Bluth Company,Lost,2017-07-05,2017-07-14,0.0
Q9JV7YXX,Daniell Hammack,GTX Plus Basic,Plussunin,Lost,2017-07-05,2017-07-16,0.0
J3N73B00,Darcel Schlecht,GTXPro,Hottechi,Won,2017-07-05,2017-08-29,0.143
STG85Q0N,Donn Cantrell,GTX Basic,Kinnamplus,Lost,2017-07-05,2017-07-06,0.0
VMI5QYS3,Donn Cantrell,GTXPro,Xx-zobam,Lost,2017-07-05,2017-07-09,0.0
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-07-05,2017-08-10,0.151
VXOZC2CN,Garret Kinder,GTX Plus Basic,Vehement Capital Partners,Won,2017-07-05,2017-09-29,0.044
JAMW5SWB,James Ascencio,GTXPro,Hottechi,Won,2017-07-05,2017-07-06,0.17
WCKKFSVL,Jonathan Berthelot,MG Advanced,Dontechi,Lost,2017-07-05,2017-07-06,0.0
GVCWDG9Y,Jonathan Berthelot,GTXPro,Globex Corporation,Won,2017-07-05,2017-07-17,0.139
UEXJN3Y6,Kami Bicknell,GTX Plus Basic,Konex,Won,2017-07-05,2017-07-12,0.041
QP0QCP8Y,Kary Hendrixson,GTX Plus Pro,Dalttechnology,Engaging,2017-07-05,1970-01-01,0.049
MCQGU5EA,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-07-05,2017-07-15,0.015
M0IN22XH,Kary Hendrixson,GTX Plus Basic,Zoomit,Won,2017-07-05,2017-09-26,0.034
8HWWW76K,Lajuana Vencill,GTX Basic,dambase,Lost,2017-07-05,2017-07-07,0.0
707CQDQK,Markita Hansen,MG Special,Groovestreet,Lost,2017-07-05,2017-08-23,0.0
4PTCB3CS,Marty Freudenburg,MG Advanced,Globex Corporation,Lost,2017-07-05,2017-07-13,0.0
IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,2017-07-05,2017-08-08,0.114
IDA8D96H,Maureen Marcano,GTX Plus Pro,Zoomit,Lost,2017-07-05,2017-07-13,0.0
DLQNAOWB,Rosalina Dieter,MG Special,Plusstrip,Lost,2017-07-05,2017-07-07,0.0
K7056XS7,Rosie Papadopoulos,MG Advanced,Kinnamplus,Engaging,2017-07-05,1970-01-01,0.049
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,2017-07-05,2017-07-14,0.002
P6KXSJPD,Versie Hillebrand,MG Special,Codehow,Lost,2017-07-05,2017-07-10,0.0
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,2017-07-05,2017-07-06,0.0
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,2017-07-05,2017-07-17,0.0
BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,2017-07-05,2017-09-20,0.022
CC3B5DSU,Anna Snelling,GTX Plus Pro,Treequote,Lost,2017-07-06,2017-07-16,0.0
GLM4XZLI,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-07-06,2017-07-07,0.0
K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-07-06,2017-09-01,0.158
3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,2017-07-06,2017-07-08,0.019
R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2017-07-06,2017-07-14,0.186
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,2017-07-06,2017-07-15,0.0
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,2017-07-06,2017-07-18,0.0
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,2017-07-06,2017-07-07,0.0
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,2017-07-06,2017-09-12,0.143
